序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
1098,广州,天河,天河-天河客运站-远洋天骄广场,天河,整租·远洋天骄广场 1室1厅 南,https://gz.lianjia.com/zufang/GZ1904851243973476352.html,55.00㎡,南,1室1厅1卫,6000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1904851243973476352,2025/12/10 11:20
1099,广州,天河,天河-棠下-棠德花苑,天河,整租·棠德花苑 2室1厅 东,https://gz.lianjia.com/zufang/GZ1905172620374966272.html,71.00㎡,东,2室1厅1卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1905172620374966272,2025/12/10 11:20
1100,广州,天河,天河-珠江新城东-合景睿峰L7,天河,整租·合景睿峰L7 1室0厅 东南,https://gz.lianjia.com/zufang/GZ1898700470675832832.html,14.00㎡,东南,1室0厅0卫,1100,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1898700470675832832,2025/12/10 11:20
1101,广州,天河,仅剩1间,仅剩1间,独栋·顺安社区 棠下旗舰店 （不短租）热心房东直租电梯全景阳台大单间 开间,https://gz.lianjia.com/apartment/42048.html,40.00㎡,1间在租,1室0厅1卫,2580,精装,顺安社区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,609532,2025/12/10 11:20
1102,广州,天河,天河-黄村-珠江花城一二期,天河,整租·珠江花城一二期 5室2厅 南,https://gz.lianjia.com/zufang/GZ1899069087263227904.html,139.00㎡,南,5室2厅2卫,7200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1899069087263227904,2025/12/10 11:20
1103,广州,天河,天河-珠江新城西-远洋明珠大厦,天河,整租·远洋明珠大厦 3室2厅 北,https://gz.lianjia.com/zufang/GZ1899029905862033408.html,146.00㎡,北,3室2厅2卫,9000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1899029905862033408,2025/12/10 11:20
1104,广州,天河,天河-沙河-沙和路,天河,整租·沙和路 3室1厅 东南,https://gz.lianjia.com/zufang/GZ1898984074614145024.html,74.80㎡,东南,3室1厅1卫,1840,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1898984074614145024,2025/12/10 11:20
1105,广州,天河,仅剩1间,仅剩1间,独栋·顺安社区 棠下旗舰店 （不短租不能养宠物）仙女最爱靓仔专属品牌大套间 1室1厅,https://gz.lianjia.com/apartment/42048.html,40.00㎡,1间在租,1室1厅1卫,2580,精装,顺安社区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,609535,2025/12/10 11:20
1106,广州,天河,天河-沙河-禺东西路大洲地,天河,整租·禺东西路大洲地 3室2厅 东,https://gz.lianjia.com/zufang/GZ1896476302672658432.html,100.00㎡,东,3室2厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1896476302672658432,2025/12/10 11:20
1107,广州,天河,天河-东圃-旭景家园,天河,整租·旭景家园 1室0厅 南,https://gz.lianjia.com/zufang/GZ1900417281305870336.html,22.00㎡,南,1室0厅0卫,1600,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1900417281305870336,2025/12/10 11:20
1108,广州,天河,天河-天河南-金泽大厦,天河,合租·金泽大厦 3居室 南卧,https://gz.lianjia.com/zufang/GZ1901512924862611456.html,30.00㎡,南,3室1厅1卫,3100,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1901512924862611456,2025/12/10 11:20
1109,广州,天河,天河-天河南-东洲大厦,天河,合租·东洲大厦 3居室 南卧,https://gz.lianjia.com/zufang/GZ1901270896740401152.html,30.00㎡,南,3室0厅3卫,4200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1901270896740401152,2025/12/10 11:20
1110,广州,天河,天河-粤垦-广东工业大学五山教师村,天河,整租·广东工业大学五山教师村 3室2厅 东,https://gz.lianjia.com/zufang/GZ1901852580720410624.html,93.00㎡,东,3室2厅1卫,5200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1901852580720410624,2025/12/10 11:20
1111,广州,天河,天河-五山-半山翠庭,天河,整租·半山翠庭 2室2厅 东,https://gz.lianjia.com/zufang/GZ1902305334253322240.html,73.00㎡,东,2室2厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1902305334253322240,2025/12/10 11:20
1112,广州,天河,天河-黄村-保利天汇,天河,整租·保利天汇 1室1厅 南,https://gz.lianjia.com/zufang/GZ1903303258567344128.html,30.00㎡,南,1室1厅1卫,2100,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1903303258567344128,2025/12/10 11:20
1113,广州,天河,天河-黄村-保利天汇,天河,整租·保利天汇 1室1厅 南,https://gz.lianjia.com/zufang/GZ1903303603976667136.html,30.00㎡,南,1室1厅1卫,2100,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1903303603976667136,2025/12/10 11:20
1114,广州,天河,天河-华景新城-华景新城叠翠居,天河,整租·华景新城叠翠居 3室1厅 南/北,https://gz.lianjia.com/zufang/GZ1903391848370536448.html,84.00㎡,南 北,3室1厅1卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1903391848370536448,2025/12/10 11:20
1115,广州,天河,天河-林和-保利中汇广场,天河,整租·保利中汇广场 1室1厅 南,https://gz.lianjia.com/zufang/GZ1905213874546671616.html,85.00㎡,南,1室1厅1卫,5800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1905213874546671616,2025/12/10 11:20
1116,广州,天河,天河-珠江新城东-中海观园国际,天河,整租·中海观园国际 5室2厅 东/东南,https://gz.lianjia.com/zufang/GZ1905565416609021952.html,285.00㎡,东 东南,5室2厅3卫,35000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1905565416609021952,2025/12/10 11:20
1117,广州,天河,天河-石牌-天晟明苑,天河,合租·天晟明苑 3居室 东卧,https://gz.lianjia.com/zufang/GZ1905485984829538304.html,25.00㎡,东,3室0厅1卫,2000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1905485984829538304,2025/12/10 11:20
1118,广州,天河,天河-珠江新城中-保利心语,天河,整租·保利心语 1室0厅 南,https://gz.lianjia.com/zufang/GZ1906239795504349184.html,24.00㎡,南,1室0厅0卫,1500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1906239795504349184,2025/12/10 11:20
1119,广州,天河,天河-沙河-沙河顶,天河,整租·沙河顶 1室1厅 南,https://gz.lianjia.com/zufang/GZ2087778789940527104.html,25.00㎡,南,1室1厅1卫,2600,,,"https://image1.ljcdn.com/110000-inspection/pc1_fFDmTiF1s.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2087778789940527104,2025/12/10 11:20
1120,广州,天河,天河-林和-林和东小区,天河,整租·林和东小区 2室2厅 西北,https://gz.lianjia.com/zufang/GZ2087777481422536704.html,81.00㎡,西北,2室2厅1卫,5100,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_2jyKsdp5d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2087777481422536704,2025/12/10 11:20
1121,广州,天河,仅剩1间,仅剩1间,独栋·顺安社区 棠下科韵路地铁店 （不短租）不租后悔一年的电梯最爱大单间 开间,https://gz.lianjia.com/apartment/47537.html,40.00㎡,1间在租,1室0厅1卫,2680,精装,顺安社区,https://image1.ljcdn.com/wanjia/4891e53f12687b79d80389662da833b8-1699738555997/ede0e5054cc5e43e1332320620e1aa16.jpg.250x182.jpg,608386,2025/12/10 11:20
1122,广州,天河,天河-棠下-骏景花园,天河,整租·骏景花园 3室1厅 北,https://gz.lianjia.com/zufang/GZ2087786520319623168.html,89.00㎡,北,3室1厅1卫,5800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087786520319623168,2025/12/10 11:20
1123,广州,天河,天河-石牌-德欣小区,天河,整租·德欣小区 3室1厅 南,https://gz.lianjia.com/zufang/GZ2087790459077263360.html,76.00㎡,南,3室1厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087790459077263360,2025/12/10 11:20
1124,广州,天河,天河-龙口东-煤气公司宿舍(天河区),天河,整租·煤气公司宿舍(天河区) 2室1厅 南,https://gz.lianjia.com/zufang/GZ2087799695752560640.html,68.00㎡,南,2室1厅1卫,4100,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087799695752560640,2025/12/10 11:20
1125,广州,天河,天河-汇景新城-科技干部学院,天河,整租·科技干部学院 2室2厅 南,https://gz.lianjia.com/zufang/GZ2087796745416212480.html,68.00㎡,南,2室2厅1卫,3500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087796745416212480,2025/12/10 11:20
1126,广州,天河,天河-棠下-迎翠春庭,天河,整租·迎翠春庭 2室1厅 北,https://gz.lianjia.com/zufang/GZ2087812412395749376.html,50.00㎡,北,2室1厅1卫,2300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087812412395749376,2025/12/10 11:20
1127,广州,天河,天河-员村-福金莲花园,天河,整租·福金莲花园 3室1厅 南/西南,https://gz.lianjia.com/zufang/GZ2087820568534450176.html,98.00㎡,南 西南,3室1厅1卫,4500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087820568534450176,2025/12/10 11:20
1128,广州,天河,天河-天河公园-黄埔大道中锦明街,天河,整租·黄埔大道中锦明街 2室1厅 南,https://gz.lianjia.com/zufang/GZ2087827837670129664.html,63.00㎡,南,2室1厅1卫,3200,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087827837670129664,2025/12/10 11:20
1129,广州,天河,天河-体育中心-都市华庭(天河),天河,合租·都市华庭(天河) 3居室 东卧,https://gz.lianjia.com/zufang/GZ2087823752610971648.html,30.00㎡,东,3室2厅1卫,3400,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087823752610971648,2025/12/10 11:20
1130,广州,天河,天河-员村-华荣楼,天河,整租·华荣楼 2室1厅 南,https://gz.lianjia.com/zufang/GZ2087826608206381056.html,94.00㎡,南,2室1厅1卫,3200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087826608206381056,2025/12/10 11:20
1131,广州,天河,天河-黄村-中海康城,天河,整租·中海康城 3室2厅 东南,https://gz.lianjia.com/zufang/GZ2087828111302328320.html,120.00㎡,东南,3室2厅2卫,5200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087828111302328320,2025/12/10 11:20
1132,广州,天河,天河-东圃-东圃海警宿舍,天河,合租·东圃海警宿舍 4居室 南卧,https://gz.lianjia.com/zufang/GZ2087474237517332480.html,18.00㎡,南,4室2厅2卫,1800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087474237517332480,2025/12/10 11:20
1133,广州,天河,天河-体育中心-侨苑小区(天河区),天河,合租·侨苑小区(天河区) 5居室 东北卧,https://gz.lianjia.com/zufang/GZ2087476926242357248.html,30.00㎡,东北,5室0厅1卫,2700,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087476926242357248,2025/12/10 11:20
1134,广州,天河,天河-智慧城-联泰天河YOHO,天河,整租·联泰天河YOHO 3室1厅 南,https://gz.lianjia.com/zufang/GZ2087480282708967424.html,45.00㎡,南,3室1厅2卫,4750,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087480282708967424,2025/12/10 11:20
1135,广州,天河,天河-珠江新城西-南天广场,天河,整租·南天广场 4室2厅 南,https://gz.lianjia.com/zufang/GZ2087487194351534080.html,127.00㎡,南,4室2厅2卫,16000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087487194351534080,2025/12/10 11:20
1136,广州,天河,天河-天河南-花园大厦,天河,整租·花园大厦 2室1厅 南,https://gz.lianjia.com/zufang/GZ2087465971882131456.html,78.00㎡,南,2室1厅1卫,5600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087465971882131456,2025/12/10 11:20
1137,广州,天河,天河-东圃-城市假日园,天河,整租·城市假日园 4室2厅 复式 南,https://gz.lianjia.com/zufang/GZ2087505136099262464.html,138.00㎡,南,4室2厅2卫,6500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087505136099262464,2025/12/10 11:20
1138,广州,天河,天河-粤垦-九洲海誉居,天河,整租·九洲海誉居 3室2厅 西南,https://gz.lianjia.com/zufang/GZ2087506875036729344.html,132.00㎡,西南,3室2厅2卫,9900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087506875036729344,2025/12/10 11:20
1139,广州,天河,天河-华景新城-华晖园,天河,整租·华晖园 2室1厅 南,https://gz.lianjia.com/zufang/GZ2087495780519641088.html,50.00㎡,南,2室1厅1卫,1780,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087495780519641088,2025/12/10 11:20
1140,广州,天河,天河-天河南-体育西路,天河,合租·体育西路 4居室 东南卧,https://gz.lianjia.com/zufang/GZ2087496883445432320.html,25.00㎡,东南,4室0厅4卫,1680,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087496883445432320,2025/12/10 11:20
1141,广州,天河,天河-天河南-侨辉大厦,天河,合租·侨辉大厦 3居室 南卧,https://gz.lianjia.com/zufang/GZ2087523265433042944.html,30.00㎡,南,3室0厅0卫,2300,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087523265433042944,2025/12/10 11:20
1142,广州,越秀,越秀-北京路-银湖大厦,越秀,整租·银湖大厦 1室1厅 东,https://gz.lianjia.com/zufang/GZ2108881666192703488.html,40.00㎡,东,1室1厅1卫,2700,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_dcxoPoI54.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2108881666192703488,2025/12/10 11:21
1143,广州,越秀,仅剩1间,仅剩1间,独栋·朗诗寓 海珠广场地铁站店 【短租+1000每月】长租优惠！广医、省中医中山肿瘤医院进修首选 1室1厅,https://gz.lianjia.com/apartment/28796.html,62.00㎡,1间在租,1室1厅1卫,5262,精装,朗诗寓,https://image1.ljcdn.com/wanjia/aac8ed4b5f0a1a279e2c34e0bbc20abd-1764928802854/da836f6fe0cb994e419896e119c00ae9.jpg.250x182.jpg,870882,2025/12/10 11:21
1144,广州,越秀,越秀-东山口-寺右村,越秀,整租·寺右村 1室1厅 东南,https://gz.lianjia.com/zufang/GZ2107738556406431744.html,30.00㎡,东南,1室1厅1卫,2500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_mHRBvgztA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2107738556406431744,2025/12/10 11:21
1145,广州,越秀,仅剩1间,仅剩1间,独栋·广州隽语公寓 黄花岗地铁站店 【黄花岗站旁】 特价一居室！4K左右 温馨小窝 随时看房 开间,https://gz.lianjia.com/apartment/55324.html,40.00㎡,1间在租,1室0厅1卫,4380,精装,广州隽语公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,508062,2025/12/10 11:21
1146,广州,越秀,越秀-盘福-盘福路,越秀,整租·盘福路 2室1厅 南,https://gz.lianjia.com/zufang/GZ2054590458914406400.html,53.61㎡,南,2室1厅1卫,3200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2054590458914406400,2025/12/10 11:21
1147,广州,越秀,越秀-东风东-锦城花园,越秀,合租·锦城花园 4居室 南卧,https://gz.lianjia.com/zufang/GZ2103841572582850560.html,9.03㎡,南,4室1厅2卫,2163,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2103841572582850560,2025/12/10 11:21
1148,广州,越秀,越秀-西门口-纸行路,越秀,整租·纸行路 1室0厅 南,https://gz.lianjia.com/zufang/GZ2103348951150231552.html,60.00㎡,南,1室0厅0卫,2800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2103348951150231552,2025/12/10 11:21
1149,广州,越秀,仅剩1间,仅剩1间,独栋·百合白领公寓 东川路店 精装电梯 一房一厅 带阳台全采光 地铁口50米 实图实价 1室1厅,https://gz.lianjia.com/apartment/68605.html,38.00㎡,1间在租,1室1厅1卫,3600,精装,百合白领公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,595416,2025/12/10 11:21
1150,广州,越秀,越秀-海珠广场-回龙路,越秀,整租·回龙路 2室1厅 东南,https://gz.lianjia.com/zufang/GZ2108173882174210048.html,56.00㎡,东南,2室1厅1卫,3800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2108173882174210048,2025/12/10 11:21
1151,广州,越秀,仅剩1间,仅剩1间,独栋·百合白领公寓 东川路店 精装大单间 省医步行15分钟 近地铁口 独立厨房 方便晾晒 开间,https://gz.lianjia.com/apartment/68605.html,28.00㎡,1间在租,1室0厅1卫,3100,精装,百合白领公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,595417,2025/12/10 11:21
1152,广州,越秀,越秀-解放南-民间金融大厦,越秀,整租·民间金融大厦 1室0厅 西,https://gz.lianjia.com/zufang/GZ2079122841923485696.html,44.81㎡,西,1室0厅1卫,3500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079122841923485696,2025/12/10 11:21
1153,广州,越秀,仅剩1间,仅剩1间,独栋·百合白领公寓 东川路店 全采光一房一厅带阳台 整租电梯公寓 采光通风一流 近地铁 交通方便 1室1厅,https://gz.lianjia.com/apartment/68605.html,30.00㎡,1间在租,1室1厅1卫,3400,精装,百合白领公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,595410,2025/12/10 11:21
1154,广州,越秀,越秀-东山口-山河后街61号大院,越秀,整租·山河后街61号大院 2室2厅 南,https://gz.lianjia.com/zufang/GZ2076245489602265088.html,68.00㎡,南,2室2厅1卫,3800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2076245489602265088,2025/12/10 11:21
1155,广州,越秀,仅剩1间,仅剩1间,独栋·百合白领公寓 纪念堂2店 市医步行200米进修首选 小单间外窗3号线 公共厨房 干净舒适 路边独栋 电梯房 开间,https://gz.lianjia.com/apartment/68962.html,15.00㎡,1间在租,1室0厅1卫,2300,精装,百合白领公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,597525,2025/12/10 11:21
1156,广州,越秀,越秀-东山口-农林上路三横路,越秀,整租·农林上路三横路 2室1厅 东南/南/北,https://gz.lianjia.com/zufang/GZ2108437649738956800.html,58.00㎡,东南 南 北,2室1厅1卫,5600,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2108437649738956800,2025/12/10 11:21
1157,广州,越秀,越秀-越秀南-珠光路,越秀,整租·珠光路 4室1厅 东,https://gz.lianjia.com/zufang/GZ2097219556807278592.html,79.00㎡,东,4室1厅1卫,4800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2097219556807278592,2025/12/10 11:21
1158,广州,越秀,越秀-黄花岗-金悦东山国际公馆,越秀,整租·金悦东山国际公馆 2室1厅 西南,https://gz.lianjia.com/zufang/GZ2075499968541491200.html,85.00㎡,西南,2室1厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2075499968541491200,2025/12/10 11:21
1159,广州,越秀,越秀-杨箕-富力东山新天地,越秀,合租·富力东山新天地 3居室 西卧,https://gz.lianjia.com/zufang/GZ1807756807095975936.html,7.73㎡,西,3室1厅1卫,2089,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1807756807095975936,2025/12/10 11:21
1160,广州,越秀,越秀-五羊新城-寺右新马路10号大院,越秀,整租·寺右新马路10号大院 1室0厅 东,https://gz.lianjia.com/zufang/GZ2081594595380035584.html,35.00㎡,东,1室0厅1卫,3500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2081594595380035584,2025/12/10 11:21
1161,广州,越秀,越秀-农讲所-中山三路,越秀,整租·中山三路 2室1厅 北,https://gz.lianjia.com/zufang/GZ2072534627146268672.html,57.00㎡,北,2室1厅1卫,3200,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2072534627146268672,2025/12/10 11:21
1162,广州,越秀,越秀-越秀南-挹翠路,越秀,整租·挹翠路 1室1厅 南,https://gz.lianjia.com/zufang/GZ2090802688722731008.html,30.00㎡,南,1室1厅1卫,2400,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2090802688722731008,2025/12/10 11:21
1163,广州,越秀,越秀-杨箕-富力东山新天地,越秀,合租·富力东山新天地 3居室 东卧,https://gz.lianjia.com/zufang/GZ2100597960785002496.html,11.48㎡,东,3室1厅1卫,2268,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2100597960785002496,2025/12/10 11:21
1164,广州,越秀,越秀-北京路-八旗二马路,越秀,整租·八旗二马路 1室1厅 南,https://gz.lianjia.com/zufang/GZ2104461977765019648.html,48.00㎡,南,1室1厅1卫,2800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2104461977765019648,2025/12/10 11:21
1165,广州,越秀,越秀-杨箕-富力东山新天地,越秀,合租·富力东山新天地 5居室 西卧,https://gz.lianjia.com/zufang/GZ2085738569309093888.html,14.79㎡,西,5室1厅2卫,2656,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2085738569309093888,2025/12/10 11:21
1166,广州,越秀,越秀-盘福-盘福路,越秀,整租·盘福路 3室2厅 东南,https://gz.lianjia.com/zufang/GZ2066793815464738816.html,97.00㎡,东南,3室2厅1卫,3600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2066793815464738816,2025/12/10 11:21
1167,广州,越秀,越秀-五羊新城-佳地华苑大厦,越秀,合租·佳地华苑大厦 4居室 北卧,https://gz.lianjia.com/zufang/GZ2090076919339941888.html,8.66㎡,北,4室1厅1卫,1711,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2090076919339941888,2025/12/10 11:21
1168,广州,越秀,越秀-东山口-东山铭泰公馆,越秀,整租·东山铭泰公馆 1室0厅 东南,https://gz.lianjia.com/zufang/GZ2087499814827720704.html,48.00㎡,东南,1室0厅1卫,5000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087499814827720704,2025/12/10 11:21
1169,广州,越秀,越秀-五羊新城-东海嘉园,越秀,合租·东海嘉园 4居室 西南卧,https://gz.lianjia.com/zufang/GZ2079308754188238848.html,16.90㎡,西南,4室1厅1卫,2236,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079308754188238848,2025/12/10 11:21
1170,广州,越秀,越秀-越秀南-文德南路,越秀,整租·文德南路 2室1厅 东,https://gz.lianjia.com/zufang/GZ2087855276391661568.html,55.00㎡,东,2室1厅1卫,3500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2087855276391661568,2025/12/10 11:21
1171,广州,越秀,越秀-杨箕-羊和园,越秀,合租·羊和园 5居室 东卧,https://gz.lianjia.com/zufang/GZ2097199076436082688.html,11.30㎡,东,5室1厅2卫,1848,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2097199076436082688,2025/12/10 11:21
1172,广州,越秀,越秀-盘福-盘福路,越秀,整租·盘福路 2室1厅 东,https://gz.lianjia.com/zufang/GZ2099348062177591296.html,55.00㎡,东,2室1厅1卫,4800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_K6HN9dX38.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2099348062177591296,2025/12/10 11:21
1173,广州,越秀,越秀-解放南-靖海路,越秀,整租·靖海路 2室1厅 南,https://gz.lianjia.com/zufang/GZ2089578504738832384.html,54.00㎡,南,2室1厅1卫,4000,,,"https://image1.ljcdn.com/110000-inspection/pc1_h6uMZY3Aw.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2089578504738832384,2025/12/10 11:21
1174,广州,越秀,越秀-杨箕-金羊花园,越秀,合租·金羊花园 4居室 南卧,https://gz.lianjia.com/zufang/GZ2079300264522678272.html,7.50㎡,南,4室1厅2卫,1501,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1762322448422/43fba4c7aa5f575dada503fa0f23f406.jpg.250x182.jpg,GZ2079300264522678272,2025/12/10 11:21
