序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
1252,深圳,福田区,福田区-香蜜湖-阳光高尔夫大厦,福田区,整租·阳光高尔夫大厦 2室2厅 南,https://sz.lianjia.com/zufang/SZ1976210496470122496.html,105.65㎡,南,2室2厅1卫,14791,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1976210496470122496,2025/12/9 11:41
1253,深圳,福田区,福田区-车公庙-都市阳光名苑,福田区,整租·都市阳光名苑 3室1厅 南,https://sz.lianjia.com/zufang/SZ1976558784004227072.html,86.00㎡,南,3室1厅1卫,9500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1976558784004227072,2025/12/9 11:41
1254,深圳,福田区,福田区-上下沙-金海湾花园,福田区,整租·金海湾花园 5室2厅 复式 东南,https://sz.lianjia.com/zufang/SZ1965708932974379008.html,222.00㎡,东南,5室2厅2卫,30000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1965708932974379008,2025/12/9 11:41
1255,深圳,福田区,福田区-车公庙-泰然小区,福田区,整租·泰然小区 1室0厅 北,https://sz.lianjia.com/zufang/SZ1966119232735281152.html,32.00㎡,北,1室0厅1卫,3600,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1966119232735281152,2025/12/9 11:41
1256,深圳,福田区,仅剩1间,仅剩1间,独栋·安居乐寓 上沙龙秋店（上沙村） 9号线下沙 近福田KKONE 临街一房一厅 押一 民水电 1室1厅,https://sz.lianjia.com/apartment/81760.html,15.52㎡,1间在租,1室1厅1卫,2482,精装,安居乐寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,851951,2025/12/9 11:41
1257,深圳,福田区,福田区-竹子林-育星苑,福田区,整租·育星苑 1室0厅 南,https://sz.lianjia.com/zufang/SZ1982736640421920768.html,35.00㎡,南,1室0厅1卫,2960,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1982736640421920768,2025/12/9 11:41
1258,深圳,福田区,福田区-梅林-碧荔花园,福田区,整租·碧荔花园 3室1厅 东南,https://sz.lianjia.com/zufang/SZ1973608029324574720.html,113.00㎡,东南,3室1厅1卫,7500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1973608029324574720,2025/12/9 11:41
1259,深圳,福田区,仅剩1间,仅剩1间,独栋·安居乐寓 梅林店（上梅林新村3） 电梯大单间 采光好 开间,https://sz.lianjia.com/apartment/81986.html,18.24㎡,1间在租,1室0厅1卫,2583,精装,安居乐寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,840209,2025/12/9 11:41
1260,深圳,福田区,仅剩1间,仅剩1间,独栋·CJ公寓 中洲湾 精装大一房47平 高层南向看一线海景 1室1厅,https://sz.lianjia.com/apartment/84310.html,47.00㎡,1间在租,1室1厅1卫,7000,精装,CJ公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,778443,2025/12/9 11:41
1261,深圳,福田区,福田区-竹子林-越海家园,福田区,整租·越海家园 1室0厅 西北,https://sz.lianjia.com/zufang/SZ1974091869683974144.html,30.00㎡,西北,1室0厅1卫,3600,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1974091869683974144,2025/12/9 11:41
1262,深圳,福田区,福田区-福田保税区-福源花园二期,福田区,整租·福源花园二期 3室2厅 南,https://sz.lianjia.com/zufang/SZ2094420728551047168.html,90.00㎡,南,3室2厅2卫,7300,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_xL5ryYXl9.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2094420728551047168,2025/12/9 11:42
1263,深圳,福田区,仅剩1间,仅剩1间,独栋·美之家公寓 皇庭世茂裕玺A 2房2卫 2室2厅,https://sz.lianjia.com/apartment/88964.html,127.00㎡,1间在租,2室2厅2卫,19500,精装,美之家公寓,https://image1.ljcdn.com/wanjia/e22965e19c969f14ffbba996c3859269-1761967341217/1fdacb03602180a45d8318c7e7cc269c.jpg.250x182.jpg,852499,2025/12/9 11:42
1264,深圳,福田区,仅剩1间,仅剩1间,独栋·新浩服务式公寓 梅林旗舰店 限时特惠深业上城行政双床房采光好 地铁0距离可短租 1室1厅,https://sz.lianjia.com/apartment/89006.html,37.00㎡,1间在租,1室1厅1卫,4999,精装,新浩服务式公寓,https://image1.ljcdn.com/wanjia/e10fa7cfda7bb4f6ae2f8d885e9d986f-1759114991169/5f724d8615513f2ac4b41d1812dd1bb7.jpg.250x182.jpg,754537,2025/12/9 11:42
1265,深圳,福田区,福田区-香蜜湖-深业中城,福田区,整租·深业中城 1室1厅 北,https://sz.lianjia.com/zufang/SZ2094732574743068672.html,75.00㎡,北,1室1厅1卫,12500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_OOcpA4ZLP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2094732574743068672,2025/12/9 11:42
1266,深圳,福田区,仅剩1间,仅剩1间,独栋·新浩服务式公寓 梅林旗舰店 限时特惠福田中心区可短租 全屋定制 精装南向两房 9/10号双地铁 2室1厅,https://sz.lianjia.com/apartment/89006.html,74.00㎡,1间在租,2室1厅1卫,9100,精装,新浩服务式公寓,https://image1.ljcdn.com/wanjia/e10fa7cfda7bb4f6ae2f8d885e9d986f-1745913495634/eca0e6f3e7c280b5956f7923ee08ced6.jpg.250x182.jpg,771737,2025/12/9 11:42
1267,深圳,福田区,福田区-皇岗-高发城驰苑,福田区,整租·高发城驰苑 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2094646496120012800.html,55.00㎡,东南,2室2厅1卫,6800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_pQu0bkakC.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2094646496120012800,2025/12/9 11:42
1268,深圳,福田区,仅剩1间,仅剩1间,独栋·新浩服务式公寓 梅林旗舰店 限时特惠深业上城 9/10线地铁口 精装修大开间可短租 1室1厅,https://sz.lianjia.com/apartment/89006.html,37.00㎡,1间在租,1室1厅1卫,4999,精装,新浩服务式公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,794578,2025/12/9 11:42
1269,深圳,福田区,仅剩2间,仅剩2间,独栋·威豪斯德公寓 深业上城店 【9/10地铁口】福田中心区 健身房 泳池 全齐配套 开间,https://sz.lianjia.com/apartment/91159.html,35.00㎡,2间在租,1室0厅1卫,4600,精装,威豪斯德公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,786463,2025/12/9 11:42
1270,深圳,福田区,福田区-香梅北-华盛领寓,福田区,整租·华盛领寓 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2094653733420924928.html,68.00㎡,东南,3室2厅1卫,7500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2094653733420924928,2025/12/9 11:42
1271,深圳,福田区,仅剩1间,仅剩1间,独栋·中洲租赁 中洲湾 82平轻奢三房 大阳台看城市景观 3室1厅,https://sz.lianjia.com/apartment/89461.html,82.00㎡,1间在租,3室1厅1卫,12000,精装,中洲租赁,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,830052,2025/12/9 11:42
1272,深圳,福田区,福田区-景田-景洲大厦,福田区,整租·景洲大厦 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2094758528605487104.html,73.32㎡,西南,2室2厅1卫,6000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2094758528605487104,2025/12/9 11:42
1273,深圳,福田区,福田区-梅林-山语清晖,福田区,整租·山语清晖 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2094752230149193728.html,196.29㎡,东南,4室2厅3卫,25000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2094752230149193728,2025/12/9 11:42
1274,深圳,福田区,福田区-福田中心-彩福大厦,福田区,整租·彩福大厦 2室2厅 西,https://sz.lianjia.com/zufang/SZ2092249025335001088.html,76.00㎡,西,2室2厅1卫,7600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2092249025335001088,2025/12/9 11:42
1275,深圳,福田区,仅剩5间,仅剩5间,独栋·威豪斯德公寓 深业上城店 深业上城旁·泳池/健身房·福田中心·9/10号线地铁口 开间,https://sz.lianjia.com/apartment/91159.html,35.00㎡,5间在租,1室0厅1卫,4800,精装,威豪斯德公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,771730,2025/12/9 11:42
1276,深圳,福田区,福田区-福田中心-岗厦汇花园,福田区,整租·岗厦汇花园 2室1厅 东,https://sz.lianjia.com/zufang/SZ2092235615134285824.html,65.00㎡,东,2室1厅1卫,11000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2092235615134285824,2025/12/9 11:42
1277,深圳,福田区,福田区-车公庙-都市阳光名苑,福田区,整租·都市阳光名苑 3室1厅 北,https://sz.lianjia.com/zufang/SZ2092998351246065664.html,101.00㎡,北,3室1厅1卫,10000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2092998351246065664,2025/12/9 11:42
1278,深圳,福田区,福田区-景田-华富大厦,福田区,整租·华富大厦 2室1厅 东北,https://sz.lianjia.com/zufang/SZ2093558142553030656.html,59.10㎡,东北,2室1厅1卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093558142553030656,2025/12/9 11:42
1279,深圳,福田区,仅剩1间,仅剩1间,独栋·威豪斯德公寓 深业上城店 【毕业特惠】孖岭地铁站 大落地窗 阳光单房 开间,https://sz.lianjia.com/apartment/91159.html,35.00㎡,1间在租,1室0厅1卫,4400,精装,威豪斯德公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,786449,2025/12/9 11:42
1280,深圳,福田区,仅剩1间,仅剩1间,独栋·源社里青年服务公寓 B栋 【短租大一房】1个月起租 步行10分钟石厦地铁口 直租无中介 拎包入住包网络 开间,https://sz.lianjia.com/apartment/92629.html,25.00㎡,1间在租,1室0厅1卫,2380,精装,源社里青年服务公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,844511,2025/12/9 11:42
1281,深圳,福田区,福田区-上下沙-中洲湾中洲滨海商业中心,福田区,整租·中洲湾中洲滨海商业中心 1室1厅 东,https://sz.lianjia.com/zufang/SZ2093758001629364224.html,47.00㎡,东,1室1厅1卫,7200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093758001629364224,2025/12/9 11:42
1282,深圳,福田区,福田区-华强北-红荔村,福田区,整租·红荔村 3室2厅 南,https://sz.lianjia.com/zufang/SZ2093913214491295744.html,75.00㎡,南,3室2厅1卫,6600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093913214491295744,2025/12/9 11:42
1283,深圳,福田区,福田区-福田中心-嘉麟豪庭,福田区,整租·嘉麟豪庭 4室1厅 南,https://sz.lianjia.com/zufang/SZ2093990301663232000.html,133.00㎡,南,4室1厅1卫,15000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093990301663232000,2025/12/9 11:42
1284,深圳,福田区,仅剩1间,仅剩1间,独栋·新浩服务式公寓 梅林旗舰店 深业上城精品公寓地铁0距离 阳光落地窗大开间 拎包入住 1室1厅,https://sz.lianjia.com/apartment/89006.html,37.00㎡,1间在租,1室1厅1卫,4499,精装,新浩服务式公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,755458,2025/12/9 11:42
1285,深圳,福田区,福田区-福田中心-嘉麟豪庭,福田区,整租·嘉麟豪庭 4室1厅 南,https://sz.lianjia.com/zufang/SZ2093990060717244416.html,133.00㎡,南,4室1厅1卫,15000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093990060717244416,2025/12/9 11:42
1286,深圳,福田区,福田区-八卦岭-翠馨居花园,福田区,整租·翠馨居花园 1室0厅 北,https://sz.lianjia.com/zufang/SZ2093574100051034112.html,32.00㎡,北,1室0厅1卫,3450,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093574100051034112,2025/12/9 11:42
1287,深圳,福田区,福田区-莲花-吉莲大厦,福田区,整租·吉莲大厦 3室2厅 南,https://sz.lianjia.com/zufang/SZ2093672586079633408.html,103.00㎡,南,3室2厅1卫,7300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093672586079633408,2025/12/9 11:42
1288,深圳,福田区,仅剩1间,仅剩1间,独栋·中洲租赁 中洲湾 奶油风温馨一居室朝南看海 开间,https://sz.lianjia.com/apartment/89461.html,38.00㎡,1间在租,1室0厅1卫,5600,精装,中洲租赁,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,791768,2025/12/9 11:42
1289,深圳,福田区,福田区-上下沙-花好园,福田区,整租·花好园 2室1厅 北,https://sz.lianjia.com/zufang/SZ2093711218723258368.html,43.30㎡,北,2室1厅1卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2093711218723258368,2025/12/9 11:42
1290,深圳,福田区,仅剩1间,仅剩1间,独栋·威豪斯德公寓 深业上城店 【新房出租】深业上城 孖岭地铁站 超大单房 拎包入住 开间,https://sz.lianjia.com/apartment/91159.html,40.00㎡,1间在租,1室0厅1卫,5300,精装,威豪斯德公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,798965,2025/12/9 11:42
1291,深圳,福田区,福田区-景田-机场龙塘住宅楼,福田区,整租·机场龙塘住宅楼 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2099411595586174976.html,92.48㎡,东南,3室2厅2卫,7500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_szx7B0WNY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2099411595586174976,2025/12/9 11:42
1292,深圳,福田区,福田区-上下沙-鸿景湾名苑,福田区,整租·鸿景湾名苑 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2102765185029636096.html,105.00㎡,西南,3室2厅2卫,10500,精装,,"https://image1.ljcdn.com/110000-inspection/ee317f08-b1d6-4090-9e2b-485088dd0ebc.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2102765185029636096,2025/12/9 11:42
1293,深圳,福田区,福田区-香蜜湖-深业中城,福田区,整租·深业中城 2室2厅 南,https://sz.lianjia.com/zufang/SZ2099434554090586112.html,116.00㎡,南,2室2厅1卫,25000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_jLUQGWFz9.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2099434554090586112,2025/12/9 11:42
1294,深圳,福田区,福田区-石厦-南方国际广场,福田区,整租·南方国际广场 2室1厅 南,https://sz.lianjia.com/zufang/SZ2099443545231327232.html,64.48㎡,南,2室1厅1卫,6200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099443545231327232,2025/12/9 11:42
1295,深圳,福田区,精选,精选,合租·振业梅苑 4居室 西卧,https://sz.lianjia.com/zufang/SZ2074142466914648064.html,福田区-梅林-振业梅苑,13.22㎡,西,1660,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2074142466914648064,2025/12/9 11:42
1296,深圳,福田区,福田区-新洲-嘉葆润金座,福田区,整租·嘉葆润金座 2室1厅 西,https://sz.lianjia.com/zufang/SZ2102359958472359936.html,47.00㎡,西,2室1厅2卫,7200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102359958472359936,2025/12/9 11:42
1297,深圳,福田区,福田区-福田中心-岗厦汇花园,福田区,合租·岗厦汇花园 1居室 东卧,https://sz.lianjia.com/zufang/SZ2099352630139551744.html,30.00㎡,东,1室0厅0卫,5000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099352630139551744,2025/12/9 11:42
1298,深圳,福田区,福田区-新洲-嘉葆润金座,福田区,整租·嘉葆润金座 2室1厅 南,https://sz.lianjia.com/zufang/SZ2103342972509618176.html,63.32㎡,南,2室1厅1卫,7000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103342972509618176,2025/12/9 11:42
1299,深圳,福田区,福田区-华强北-宝树台,福田区,整租·宝树台 1室1厅 南,https://sz.lianjia.com/zufang/SZ2103151145852600320.html,32.00㎡,南,1室1厅1卫,4300,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103151145852600320,2025/12/9 11:42
1300,深圳,福田区,福田区-上下沙-泰然广场,福田区,整租·泰然广场 3室1厅 南,https://sz.lianjia.com/zufang/SZ2103158884720967680.html,98.00㎡,南,3室1厅1卫,7500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103158884720967680,2025/12/9 11:42
1301,深圳,福田区,福田区-石厦-石厦花园,福田区,整租·石厦花园 3室1厅 东北,https://sz.lianjia.com/zufang/SZ2099431055764226048.html,85.79㎡,东北,3室1厅1卫,9500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099431055764226048,2025/12/9 11:42
1302,深圳,福田区,福田区-石厦-益田村,福田区,整租·益田村 3室2厅 北,https://sz.lianjia.com/zufang/SZ2099428711207010304.html,92.00㎡,北,3室2厅1卫,7000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099428711207010304,2025/12/9 11:42
1303,深圳,福田区,精选,精选,合租·通新岭 4居室 北卧,https://sz.lianjia.com/zufang/SZ2083176899332276224.html,福田区-华强北-通新岭,12.60㎡,北,1985,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2083176899332276224,2025/12/9 11:42
1304,深圳,福田区,福田区-皇岗-南光名仕苑,福田区,合租·南光名仕苑 4居室 东卧,https://sz.lianjia.com/zufang/SZ2082846460847587328.html,20.55㎡,东,4室1厅2卫,3030,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2082846460847587328,2025/12/9 11:42
1305,深圳,福田区,福田区-华强北-深勘大厦,福田区,整租·深勘大厦 3室0厅 南,https://sz.lianjia.com/zufang/SZ2099424146554355712.html,106.60㎡,南,3室0厅0卫,6200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099424146554355712,2025/12/9 11:42
1306,深圳,福田区,福田区-黄木岗-华富村,福田区,整租·华富村 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2103128736047038464.html,115.10㎡,东南,3室2厅2卫,17300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103128736047038464,2025/12/9 11:42
1307,深圳,福田区,福田区-竹子林-建业小区南区,福田区,整租·建业小区南区 3室1厅 南,https://sz.lianjia.com/zufang/SZ2103105510789087232.html,88.00㎡,南,3室1厅1卫,6000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103105510789087232,2025/12/9 11:42
1308,深圳,福田区,福田区-梅林-花里林居,福田区,整租·花里林居 3室1厅 南,https://sz.lianjia.com/zufang/SZ2099707791575875584.html,71.00㎡,南,3室1厅1卫,8500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099707791575875584,2025/12/9 11:42
1309,深圳,福田区,福田区-皇岗-福民新村,福田区,整租·福民新村 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2102702312098103296.html,86.00㎡,南 北,3室2厅1卫,8800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102702312098103296,2025/12/9 11:42
1310,深圳,福田区,福田区-车公庙-新光活力小区,福田区,合租·新光活力小区 4居室 南卧,https://sz.lianjia.com/zufang/SZ2074838151712473088.html,9.30㎡,南,4室1厅1卫,1630,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2074838151712473088,2025/12/9 11:42
1311,深圳,福田区,福田区-莲花-彩田村,福田区,合租·彩田村 4居室 南卧,https://sz.lianjia.com/zufang/SZ2079312553535602688.html,9.10㎡,南,4室1厅1卫,1960,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2079312553535602688,2025/12/9 11:42
1312,深圳,福田区,福田区-莲花-莲花二村,福田区,整租·莲花二村 2室1厅 南,https://sz.lianjia.com/zufang/SZ2102643918276395008.html,42.00㎡,南,2室1厅1卫,4000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102643918276395008,2025/12/9 11:42
1313,深圳,福田区,福田区-香蜜湖-香珠花园,福田区,整租·香珠花园 2室1厅 南,https://sz.lianjia.com/zufang/SZ2099502484325138432.html,65.00㎡,南,2室1厅1卫,6500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099502484325138432,2025/12/9 11:42
1314,深圳,福田区,福田区-皇岗-赛格绿茵阁,福田区,合租·赛格绿茵阁 5居室 北卧,https://sz.lianjia.com/zufang/SZ2079322950573490176.html,14.80㎡,北,5室1厅2卫,2230,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2079322950573490176,2025/12/9 11:42
1315,深圳,福田区,福田区-香蜜湖-深业中城,福田区,整租·深业中城 1室1厅 北,https://sz.lianjia.com/zufang/SZ2099503405176193024.html,82.00㎡,北,1室1厅1卫,15000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099503405176193024,2025/12/9 11:42
1316,深圳,福田区,福田区-福田中心-福莲花园,福田区,整租·福莲花园 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2102686539002675200.html,40.00㎡,东南,1室1厅1卫,3300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102686539002675200,2025/12/9 11:42
1317,深圳,福田区,福田区-车公庙-趣园,福田区,整租·趣园 1室1厅 西北,https://sz.lianjia.com/zufang/SZ2099804600205836288.html,52.19㎡,西北,1室1厅1卫,5500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099804600205836288,2025/12/9 11:42
1318,深圳,福田区,福田区-香蜜湖-熙园,福田区,整租·熙园 4室2厅 东北,https://sz.lianjia.com/zufang/SZ2099812269402619904.html,220.00㎡,东北,4室2厅2卫,36000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099812269402619904,2025/12/9 11:42
1319,深圳,福田区,福田区-梅林-绿景虹湾,福田区,整租·绿景虹湾 2室2厅 东北,https://sz.lianjia.com/zufang/SZ2103429372051456000.html,52.00㎡,东北,2室2厅1卫,6700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103429372051456000,2025/12/9 11:42
1320,深圳,福田区,福田区-皇岗-福民新村,福田区,整租·福民新村 1室1厅 北,https://sz.lianjia.com/zufang/SZ2099780157731504128.html,20.00㎡,北,1室1厅1卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099780157731504128,2025/12/9 11:42
1321,深圳,福田区,精选,精选,合租·锦林新居 4居室 南卧,https://sz.lianjia.com/zufang/SZ2107346880739409920.html,福田区-梅林-锦林新居,16.00㎡,南,2300,精装,趣客公寓,https://image1.ljcdn.com/wanjia/47cc0257a291c5d2417bf2b9bd762d6e-1764734580724/e616a4d31c8d2e0046e57314e96c912a.jpg.250x182.jpg,SZ2107346880739409920,2025/12/9 11:43
1322,深圳,福田区,福田区-梅林-绿景虹湾,福田区,整租·绿景虹湾 2室1厅 西南,https://sz.lianjia.com/zufang/SZ2102732009565585408.html,58.00㎡,西南,2室1厅1卫,7200,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_fzGLi0mKn.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2102732009565585408,2025/12/9 11:43
1323,深圳,福田区,福田区-皇岗-金地名津,福田区,整租·金地名津 1室1厅 北,https://sz.lianjia.com/zufang/SZ2103401932503646208.html,43.00㎡,北,1室1厅1卫,5800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_f7pSkIJdY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2103401932503646208,2025/12/9 11:43
1324,深圳,福田区,福田区-车公庙-嘉洲华苑,福田区,整租·嘉洲华苑 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2099871108768464896.html,66.76㎡,西南,2室2厅1卫,6500,精装,,"https://image1.ljcdn.com/110000-inspection/d9d355280681203b626b3ca417fb6065-009.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2099871108768464896,2025/12/9 11:43
1325,深圳,福田区,福田区-福田中心-深业花园,福田区,整租·深业花园 4室2厅 南/北,https://sz.lianjia.com/zufang/SZ2103063275632590848.html,150.00㎡,南 北,4室2厅2卫,16000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_Go9yxpiXz.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2103063275632590848,2025/12/9 11:43
1326,深圳,福田区,福田区-华强北-玮鹏花园,福田区,整租·玮鹏花园 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2103322544483336192.html,164.23㎡,东南,4室2厅2卫,14000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,SZ2103322544483336192,2025/12/9 11:43
